V and B Pornic	17 rue Jean Monnet	44210
V and B Portet-sur-Garonne	8 avenue Des Palanques	31120
V and B Porto-Vecchio	Quartier Matonara	20137
V and B Publier-Amphion	impasse Des Vignes Rouges	74500
V and B Quimper	52 avenue De Keradennec	29000
V and B Redon	9 rue Joseph Ricordel	35600
V and B Reims Cormontreuil	25 rue Des Laps	51350
V and B Rennes	14 rue Jean Le Hô	35000
V and B Rennes - Longchamps	4 A rue Ferdinand Pelloutier	35000
V and B Rennes Sud Est	1 rue De La Sauvaie	35200
V and B Rezé	44 rue Ernest Sauvestre	44400
V and B Roanne	98-100 boulevard Jean-Baptiste Clément	42300
V and B Rochefort	95 rue Des Pêcheurs D'Islande	17300
V and B Rodez	5 espace Commercial St Marc	12850
V and B Romans-sur-Isère	3 avenue Des Allobroges	26100
V and B Romorantin	68 avenue De Paris	41200
V and B Royan	3 Rue Henri Matisse	17200
V and B Sablé-sur-Sarthe	1 rue De La Tuilerie	72300
V and B Saintes	8 rue Du Champ De Tir	17100
V and B Sallanches	504 clos De L’Île Roche	74700
V and B Sarlat	644 Avenue Simone Veil	24200
V and B Sarrebourg	14 rue Dessirier	57400
V and B Sarreguemines	14 Rue des Ormes	57200
V and B Saumur	82-84 boulevard Des Demoiselles	49400
V and B Scionzier	546 rue César Vuarchex	74950
V and B Segré	3 rue Gustave Eiffel	49500
V and B Sérignan	Rue Paul Cézanne - Route de Valras	- CC Carrefour	34410
V and B Servon	6 rue Georges Truffaut	77170
V and B Soyons	Centre Commercial Pont des Lônes	07130
V and B St-André-de-Cubzac	240 avenue Boucicaut ZAC Du Parc D'Aquitaine	33240
V and B St-Berthevin	1 rue De La Boutellerie	53940
V and B St-Denis	3 Rue de la Gare Routière	97400
V and B St-Doulchard	30 rue Des Creuzettes	18230
V and B St-Genis-Pouilly	45 rue Du Mont Blanc	01630
V and B St-Gervais-la-Forêt	40 rue De La Fédération	41350
V and B St-Herblain	331 Route de Vannes	44800
V and B St-Jean-d'Illac	3140 avenue De Bordeaux	33127
V and B St-Junien	avenue D'Oradour-Sur-Glane	87200
V and B St-Lô	54 rue Denis Papin	50180
V and B St-Malo	3 rue Claude Chapel	35400
V and B St-Martin-Boulogne	17 Rue du Mont Joie	62280
V and B St-Maximin	164 rue Du Jeu De Paume	60740
V and B St-Médard	165 avenue Du Général De Gaulle	33160
V and B St-Memmie	11 Avenue Mercuria	51470
V and B St-Parres-aux-Tertres	12 rue Des Magnolias	10410
V and B St-Paul-les-Dax	980 boulevard St Vincent De Paul	40990
V and B St-Pierre	169 rue Albert Luthuli	97410
V and B St-Pierre-lès-Elbeuf	Route de Pont-de-l'Arche	76320
V and B St-Priest	179 route De Grenoble	69800
V and B Ste-Eulalie	57 avenue De L'Aquitaine	33560
V and B Strasbourg La Vigie	3 rue Ferdinand Braun	67540
V and B Tarbes	59 avenue Du Pouey	65420
V and B Thionville	5A Rue des Auriges	57100
V and B Thonon-les-Bains	19 avenue Du Pré Robert Sud	74200
V and B Thouars	145 avenue Emile Zola	79100
V and B Toulon La Valette	avenue Maréchal Alphonse Juin	83160
V and B Toulouse Blagnac	6 place Marcel Dassault	31700
V and B Toulouse Purpan	47 route De Bayonne	31300
V and B Toulouse Reflets Compans	3 esplanade Compans Caffarelli	31000
V and B Toulouse St-Alban	54 Rue de Fenouillet	31140
V and B Tours	10 Rue Albert Einstein	37100
V and B Tours Galerie du Palais	12 rue Victor Hugo	37000
V and B Trie-Château	17 avenue Des Deux Vexins	60590
V and B Trignac	impasse De La Bosselle	44570
V and B Tulle	38 avenue De Ventadour	19000
V and B Vannes - Séné	1 rue Marcel Geistel	56860
V and B Vannes Ouest	30 rue Ernest - Cognac - Jay	56000
V and B Vendôme	14 Boulevard De L'Industrie	41100
V and B Vernon	9 rue Des Chaumes	27950
V and B Vert-Saint-Denis	20 Rue de l'Attaque du Courrier de Lyon	77240
V and B Villabé	3 route De Villoison	91100
V and B Ville-la-Grand	4 Rue de Montréal	74100
V and B Villefranche-de-Rouergue	Route de Montauban	12200
V and B Villefranche-sur-Saône	836 rue Ampère	69400
V and B Villeneuve-d'Ascq	191 boulevard De Valmy	59650
V and B Villeneuve-sur-Lot	771 avenue De Bordeaux	47300
V and B Vire	avenue Bischwiller	14500
V and B Vitré	4 rue Du Fougeray	35500
V and B Vitrolles	rue François Dumouriez	13127
V and B Vourles	Les Sept Chemins	69390
